customer_id,first_name,last_name,email,city,state,signup_date,customer_segment
22854,CustFN_2853,CustLN_2853,customer2853@example.com,Delhi,Telangana,2021-10-21,Low
22855,CustFN_2854,CustLN_2854,customer2854@example.com,Hyderabad,Delhi,2023-07-07,High
22856,CustFN_2855,CustLN_2855,customer2855@example.com,Kolkata,Karnataka,2023-01-13,Medium
22857,CustFN_2856,CustLN_2856,customer2856@example.com,Delhi,Maharashtra,2021-07-18,High
22858,CustFN_2857,CustLN_2857,customer2857@example.com,Hyderabad,Maharashtra,2023-09-17,Medium
22859,CustFN_2858,CustLN_2858,customer2858@example.com,Delhi,Tamil Nadu,2021-03-01,Medium
22860,CustFN_2859,CustLN_2859,customer2859@example.com,Kolkata,West Bengal,2023-12-21,Low
22861,CustFN_2860,CustLN_2860,customer2860@example.com,Delhi,Tamil Nadu,2023-02-24,Low
22862,CustFN_2861,CustLN_2861,customer2861@example.com,Pune,Delhi,2024-01-26,Medium
22863,CustFN_2862,CustLN_2862,customer2862@example.com,Hyderabad,Delhi,2020-03-21,Medium
22864,CustFN_2863,CustLN_2863,customer2863@example.com,Kolkata,Maharashtra,2021-02-15,Medium
22865,CustFN_2864,CustLN_2864,customer2864@example.com,Hyderabad,Telangana,2023-01-16,Low
22866,CustFN_2865,CustLN_2865,customer2865@example.com,Hyderabad,Maharashtra,2023-10-15,Medium
22867,CustFN_2866,CustLN_2866,customer2866@example.com,Mumbai,Maharashtra,2020-02-13,Medium
22868,CustFN_2867,CustLN_2867,customer2867@example.com,Kolkata,Delhi,2020-01-01,Medium
22869,CustFN_2868,CustLN_2868,customer2868@example.com,Delhi,Tamil Nadu,2021-01-19,Low
22870,CustFN_2869,CustLN_2869,customer2869@example.com,Hyderabad,Delhi,2023-07-03,High
22871,CustFN_2870,CustLN_2870,customer2870@example.com,Chennai,West Bengal,2023-02-24,Medium
22872,CustFN_2871,CustLN_2871,customer2871@example.com,Mumbai,Delhi,2021-05-25,Medium
22873,CustFN_2872,CustLN_2872,customer2872@example.com,Pune,Delhi,2020-01-04,High
22874,CustFN_2873,CustLN_2873,customer2873@example.com,Hyderabad,Maharashtra,2022-04-12,Medium
22875,CustFN_2874,CustLN_2874,customer2874@example.com,Hyderabad,Telangana,2020-12-22,Low
22876,CustFN_2875,CustLN_2875,customer2875@example.com,Mumbai,Maharashtra,2023-01-23,Low
22877,CustFN_2876,CustLN_2876,customer2876@example.com,Delhi,Karnataka,2021-10-31,High
22878,CustFN_2877,CustLN_2877,customer2877@example.com,Chennai,Delhi,2022-10-14,Low
22879,CustFN_2878,CustLN_2878,customer2878@example.com,Pune,Delhi,2023-07-02,Medium
22880,CustFN_2879,CustLN_2879,customer2879@example.com,Hyderabad,Karnataka,2022-03-14,Low
22881,CustFN_2880,CustLN_2880,customer2880@example.com,Delhi,Delhi,2021-05-18,Low
22882,CustFN_2881,CustLN_2881,customer2881@example.com,Kolkata,Delhi,2023-02-28,Medium
22883,CustFN_2882,CustLN_2882,customer2882@example.com,Chennai,West Bengal,2021-02-01,High
22884,CustFN_2883,CustLN_2883,customer2883@example.com,Kolkata,Delhi,2023-08-30,Medium
22885,CustFN_2884,CustLN_2884,customer2884@example.com,Chennai,Karnataka,2020-04-17,Low
22886,CustFN_2885,CustLN_2885,customer2885@example.com,Pune,Maharashtra,2023-06-07,Low
22887,CustFN_2886,CustLN_2886,customer2886@example.com,Bengaluru,Delhi,2020-05-17,Medium
22888,CustFN_2887,CustLN_2887,customer2887@example.com,Chennai,Telangana,2020-03-25,Low
22889,CustFN_2888,CustLN_2888,customer2888@example.com,Bengaluru,Karnataka,2021-06-28,Low
22890,CustFN_2889,CustLN_2889,customer2889@example.com,Kolkata,Tamil Nadu,2023-12-05,High
22891,CustFN_2890,CustLN_2890,customer2890@example.com,Chennai,West Bengal,2024-01-15,Medium
22892,CustFN_2891,CustLN_2891,customer2891@example.com,Pune,Karnataka,2020-10-30,Medium
22893,CustFN_2892,CustLN_2892,customer2892@example.com,Mumbai,Maharashtra,2020-08-10,Low
22894,CustFN_2893,CustLN_2893,customer2893@example.com,Pune,Karnataka,2021-06-13,Medium
22895,CustFN_2894,CustLN_2894,customer2894@example.com,Pune,Tamil Nadu,2021-05-20,Low
22896,CustFN_2895,CustLN_2895,customer2895@example.com,Mumbai,West Bengal,2023-02-13,Low
22897,CustFN_2896,CustLN_2896,customer2896@example.com,Mumbai,Telangana,2021-10-27,High
22898,CustFN_2897,CustLN_2897,customer2897@example.com,Delhi,Tamil Nadu,2023-03-15,High
22899,CustFN_2898,CustLN_2898,customer2898@example.com,Chennai,Karnataka,2023-01-28,Low
22900,CustFN_2899,CustLN_2899,customer2899@example.com,Kolkata,Tamil Nadu,2022-05-17,Low
22901,CustFN_2900,CustLN_2900,customer2900@example.com,Delhi,Karnataka,2023-06-04,Low
22902,CustFN_2901,CustLN_2901,customer2901@example.com,Mumbai,Telangana,2020-10-20,Medium
22903,CustFN_2902,CustLN_2902,customer2902@example.com,Bengaluru,Telangana,2020-08-30,Low
22904,CustFN_2903,CustLN_2903,customer2903@example.com,Kolkata,Maharashtra,2023-01-30,Medium
22905,CustFN_2904,CustLN_2904,customer2904@example.com,Bengaluru,Telangana,2021-01-02,Medium
22906,CustFN_2905,CustLN_2905,customer2905@example.com,Pune,Delhi,2020-01-05,High
22907,CustFN_2906,CustLN_2906,customer2906@example.com,Hyderabad,Tamil Nadu,2023-09-29,Low
22908,CustFN_2907,CustLN_2907,customer2907@example.com,Pune,Tamil Nadu,2022-07-23,Medium
22909,CustFN_2908,CustLN_2908,customer2908@example.com,Pune,Karnataka,2021-10-29,Low
22910,CustFN_2909,CustLN_2909,customer2909@example.com,Hyderabad,Telangana,2022-12-24,Low
22911,CustFN_2910,CustLN_2910,customer2910@example.com,Chennai,Maharashtra,2021-05-14,High
22912,CustFN_2911,CustLN_2911,customer2911@example.com,Mumbai,Maharashtra,2023-12-01,Medium
22913,CustFN_2912,CustLN_2912,customer2912@example.com,Bengaluru,Maharashtra,2020-04-12,High
22914,CustFN_2913,CustLN_2913,customer2913@example.com,Pune,West Bengal,2022-08-19,Medium
22915,CustFN_2914,CustLN_2914,customer2914@example.com,Hyderabad,Delhi,2023-03-11,Medium
22916,CustFN_2915,CustLN_2915,customer2915@example.com,Delhi,Telangana,2021-12-04,Medium
22917,CustFN_2916,CustLN_2916,customer2916@example.com,Pune,Maharashtra,2023-02-06,Medium
22918,CustFN_2917,CustLN_2917,customer2917@example.com,Bengaluru,Delhi,2023-10-22,Medium
22919,CustFN_2918,CustLN_2918,customer2918@example.com,Mumbai,Tamil Nadu,2023-01-20,Medium
22920,CustFN_2919,CustLN_2919,customer2919@example.com,Pune,Karnataka,2021-04-09,Medium
22921,CustFN_2920,CustLN_2920,customer2920@example.com,Pune,Telangana,2022-04-22,Low
22922,CustFN_2921,CustLN_2921,customer2921@example.com,Chennai,Telangana,2023-09-29,Medium
22923,CustFN_2922,CustLN_2922,customer2922@example.com,Hyderabad,West Bengal,2021-11-04,Low
22924,CustFN_2923,CustLN_2923,customer2923@example.com,Delhi,Tamil Nadu,2022-10-19,High
22925,CustFN_2924,CustLN_2924,customer2924@example.com,Delhi,Telangana,2021-11-29,Medium
22926,CustFN_2925,CustLN_2925,customer2925@example.com,Kolkata,West Bengal,2020-07-01,Medium
22927,CustFN_2926,CustLN_2926,customer2926@example.com,Mumbai,West Bengal,2020-03-28,Low
22928,CustFN_2927,CustLN_2927,customer2927@example.com,Kolkata,West Bengal,2023-11-29,Medium
22929,CustFN_2928,CustLN_2928,customer2928@example.com,Bengaluru,Telangana,2022-07-07,Medium
22930,CustFN_2929,CustLN_2929,customer2929@example.com,Mumbai,Telangana,2020-06-04,Low
22931,CustFN_2930,CustLN_2930,customer2930@example.com,Pune,Telangana,2023-07-10,Medium
22932,CustFN_2931,CustLN_2931,customer2931@example.com,Pune,Delhi,2022-02-23,High
22933,CustFN_2932,CustLN_2932,customer2932@example.com,Delhi,West Bengal,2023-03-03,Medium
22934,CustFN_2933,CustLN_2933,customer2933@example.com,Bengaluru,Delhi,2020-07-09,Medium
22935,CustFN_2934,CustLN_2934,customer2934@example.com,Hyderabad,Karnataka,2023-09-22,Low
22936,CustFN_2935,CustLN_2935,customer2935@example.com,Bengaluru,Telangana,2022-06-04,Medium
22937,CustFN_2936,CustLN_2936,customer2936@example.com,Pune,Tamil Nadu,2023-01-12,Medium
22938,CustFN_2937,CustLN_2937,customer2937@example.com,Hyderabad,Maharashtra,2020-02-17,Low
22939,CustFN_2938,CustLN_2938,customer2938@example.com,Bengaluru,Karnataka,2021-04-17,Low
22940,CustFN_2939,CustLN_2939,customer2939@example.com,Bengaluru,Maharashtra,2021-02-05,Medium
22941,CustFN_2940,CustLN_2940,customer2940@example.com,Hyderabad,Maharashtra,2023-11-25,Low
22942,CustFN_2941,CustLN_2941,customer2941@example.com,Pune,Telangana,2020-10-05,High
22943,CustFN_2942,CustLN_2942,customer2942@example.com,Bengaluru,Tamil Nadu,2022-11-26,Low
22944,CustFN_2943,CustLN_2943,customer2943@example.com,Hyderabad,Maharashtra,2020-03-05,Medium
22945,CustFN_2944,CustLN_2944,customer2944@example.com,Chennai,West Bengal,2020-10-23,Medium
22946,CustFN_2945,CustLN_2945,customer2945@example.com,Chennai,Maharashtra,2021-05-22,Medium
22947,CustFN_2946,CustLN_2946,customer2946@example.com,Pune,Karnataka,2023-04-06,Low
22948,CustFN_2947,CustLN_2947,customer2947@example.com,Hyderabad,Tamil Nadu,2023-03-30,High
22949,CustFN_2948,CustLN_2948,customer2948@example.com,Chennai,Tamil Nadu,2023-11-29,Medium
22950,CustFN_2949,CustLN_2949,customer2949@example.com,Hyderabad,Maharashtra,2023-10-07,Medium
22951,CustFN_2950,CustLN_2950,customer2950@example.com,Bengaluru,Tamil Nadu,2020-05-02,Medium
22952,CustFN_2951,CustLN_2951,customer2951@example.com,Pune,Karnataka,2023-05-29,Low
22953,CustFN_2952,CustLN_2952,customer2952@example.com,Chennai,Karnataka,2021-11-07,Low
22954,CustFN_2953,CustLN_2953,customer2953@example.com,Kolkata,Karnataka,2023-07-22,Low
22955,CustFN_2954,CustLN_2954,customer2954@example.com,Bengaluru,West Bengal,2020-05-13,Medium
22956,CustFN_2955,CustLN_2955,customer2955@example.com,Kolkata,Telangana,2023-05-19,Medium
22957,CustFN_2956,CustLN_2956,customer2956@example.com,Kolkata,Maharashtra,2020-08-27,Medium
22958,CustFN_2957,CustLN_2957,customer2957@example.com,Mumbai,Tamil Nadu,2021-05-15,Low
22959,CustFN_2958,CustLN_2958,customer2958@example.com,Mumbai,Karnataka,2020-02-13,Medium
22960,CustFN_2959,CustLN_2959,customer2959@example.com,Pune,Maharashtra,2020-07-04,Medium
22961,CustFN_2960,CustLN_2960,customer2960@example.com,Chennai,Maharashtra,2021-10-30,Medium
22962,CustFN_2961,CustLN_2961,customer2961@example.com,Chennai,Telangana,2023-05-12,Medium
22963,CustFN_2962,CustLN_2962,customer2962@example.com,Chennai,West Bengal,2023-03-06,Medium
22964,CustFN_2963,CustLN_2963,customer2963@example.com,Hyderabad,Tamil Nadu,2020-12-18,Low
22965,CustFN_2964,CustLN_2964,customer2964@example.com,Bengaluru,West Bengal,2020-08-15,Medium
22966,CustFN_2965,CustLN_2965,customer2965@example.com,Chennai,Tamil Nadu,2021-08-06,Medium
22967,CustFN_2966,CustLN_2966,customer2966@example.com,Bengaluru,Karnataka,2023-08-17,Medium
22968,CustFN_2967,CustLN_2967,customer2967@example.com,Pune,Karnataka,2020-05-17,Medium
22969,CustFN_2968,CustLN_2968,customer2968@example.com,Kolkata,Maharashtra,2022-03-25,Low
22970,CustFN_2969,CustLN_2969,customer2969@example.com,Chennai,Tamil Nadu,2020-05-13,Medium
22971,CustFN_2970,CustLN_2970,customer2970@example.com,Pune,Tamil Nadu,2021-12-06,Medium
22972,CustFN_2971,CustLN_2971,customer2971@example.com,Chennai,West Bengal,2020-07-09,Low
22973,CustFN_2972,CustLN_2972,customer2972@example.com,Mumbai,Karnataka,2020-04-30,High
22974,CustFN_2973,CustLN_2973,customer2973@example.com,Delhi,Delhi,2020-10-13,High
22975,CustFN_2974,CustLN_2974,customer2974@example.com,Pune,Maharashtra,2021-01-17,Medium
22976,CustFN_2975,CustLN_2975,customer2975@example.com,Chennai,Tamil Nadu,2021-02-18,Medium
22977,CustFN_2976,CustLN_2976,customer2976@example.com,Delhi,Telangana,2022-08-25,Medium
22978,CustFN_2977,CustLN_2977,customer2977@example.com,Pune,Telangana,2020-03-23,Medium
22979,CustFN_2978,CustLN_2978,customer2978@example.com,Hyderabad,Delhi,2020-05-01,Medium
22980,CustFN_2979,CustLN_2979,customer2979@example.com,Chennai,Karnataka,2020-10-10,Medium
22981,CustFN_2980,CustLN_2980,customer2980@example.com,Hyderabad,Karnataka,2023-08-01,Medium
22982,CustFN_2981,CustLN_2981,customer2981@example.com,Mumbai,Karnataka,2022-07-31,Medium
22983,CustFN_2982,CustLN_2982,customer2982@example.com,Chennai,West Bengal,2022-12-31,Medium
22984,CustFN_2983,CustLN_2983,customer2983@example.com,Kolkata,Telangana,2021-07-09,Medium
22985,CustFN_2984,CustLN_2984,customer2984@example.com,Mumbai,Karnataka,2020-11-15,Low
22986,CustFN_2985,CustLN_2985,customer2985@example.com,Delhi,Telangana,2020-02-26,High
22987,CustFN_2986,CustLN_2986,customer2986@example.com,Pune,Delhi,2022-01-02,Medium
22988,CustFN_2987,CustLN_2987,customer2987@example.com,Bengaluru,Maharashtra,2022-05-11,Medium
22989,CustFN_2988,CustLN_2988,customer2988@example.com,Mumbai,West Bengal,2023-09-07,Low
22990,CustFN_2989,CustLN_2989,customer2989@example.com,Bengaluru,Tamil Nadu,2023-08-16,Low
22991,CustFN_2990,CustLN_2990,customer2990@example.com,Bengaluru,Delhi,2021-09-29,Low
22992,CustFN_2991,CustLN_2991,customer2991@example.com,Pune,Telangana,2021-09-27,Medium
22993,CustFN_2992,CustLN_2992,customer2992@example.com,Delhi,Delhi,2020-08-29,Medium
22994,CustFN_2993,CustLN_2993,customer2993@example.com,Pune,Tamil Nadu,2021-01-21,Medium
22995,CustFN_2994,CustLN_2994,customer2994@example.com,Chennai,West Bengal,2023-10-20,Medium
22996,CustFN_2995,CustLN_2995,customer2995@example.com,Mumbai,Maharashtra,2020-07-30,Low
22997,CustFN_2996,CustLN_2996,customer2996@example.com,Bengaluru,Tamil Nadu,2023-12-24,Medium
22998,CustFN_2997,CustLN_2997,customer2997@example.com,Pune,West Bengal,2022-01-27,Low
22999,CustFN_2998,CustLN_2998,customer2998@example.com,Pune,Telangana,2021-11-15,Low
23000,CustFN_2999,CustLN_2999,customer2999@example.com,Pune,Tamil Nadu,2020-09-18,Medium
23001,CustFN_3000,CustLN_3000,customer3000@example.com,Mumbai,Delhi,2022-09-19,Low
23002,CustFN_3001,CustLN_3001,customer3001@example.com,Delhi,Karnataka,2021-11-20,High
23003,CustFN_3002,CustLN_3002,customer3002@example.com,Kolkata,Delhi,2021-07-09,High
23004,CustFN_3003,CustLN_3003,customer3003@example.com,Pune,Telangana,2021-01-31,High
23005,CustFN_3004,CustLN_3004,customer3004@example.com,Mumbai,Maharashtra,2020-04-09,High
23006,CustFN_3005,CustLN_3005,customer3005@example.com,Bengaluru,Tamil Nadu,2022-02-17,Medium
23007,CustFN_3006,CustLN_3006,customer3006@example.com,Chennai,Maharashtra,2021-04-14,Medium
23008,CustFN_3007,CustLN_3007,customer3007@example.com,Kolkata,Telangana,2022-11-27,Low
23009,CustFN_3008,CustLN_3008,customer3008@example.com,Hyderabad,Tamil Nadu,2022-12-21,High
23010,CustFN_3009,CustLN_3009,customer3009@example.com,Kolkata,West Bengal,2021-05-13,Low
23011,CustFN_3010,CustLN_3010,customer3010@example.com,Kolkata,West Bengal,2022-09-30,Low
23012,CustFN_3011,CustLN_3011,customer3011@example.com,Mumbai,Delhi,2021-01-23,Low
23013,CustFN_3012,CustLN_3012,customer3012@example.com,Hyderabad,Delhi,2022-12-26,Medium
23014,CustFN_3013,CustLN_3013,customer3013@example.com,Pune,Telangana,2020-01-25,High
23015,CustFN_3014,CustLN_3014,customer3014@example.com,Pune,West Bengal,2020-08-15,Low
23016,CustFN_3015,CustLN_3015,customer3015@example.com,Kolkata,Tamil Nadu,2021-01-02,Low
23017,CustFN_3016,CustLN_3016,customer3016@example.com,Mumbai,West Bengal,2023-03-05,Medium
23018,CustFN_3017,CustLN_3017,customer3017@example.com,Hyderabad,Delhi,2020-04-09,Low
23019,CustFN_3018,CustLN_3018,customer3018@example.com,Pune,Telangana,2020-10-09,High
23020,CustFN_3019,CustLN_3019,customer3019@example.com,Bengaluru,West Bengal,2021-06-21,Low
23021,CustFN_3020,CustLN_3020,customer3020@example.com,Delhi,Telangana,2020-01-14,High
23022,CustFN_3021,CustLN_3021,customer3021@example.com,Delhi,West Bengal,2023-02-17,Medium
23023,CustFN_3022,CustLN_3022,customer3022@example.com,Pune,Maharashtra,2022-04-20,Medium
23024,CustFN_3023,CustLN_3023,customer3023@example.com,Hyderabad,West Bengal,2023-09-13,Medium
23025,CustFN_3024,CustLN_3024,customer3024@example.com,Chennai,Delhi,2020-02-16,High
23026,CustFN_3025,CustLN_3025,customer3025@example.com,Pune,Tamil Nadu,2021-02-11,Low
23027,CustFN_3026,CustLN_3026,customer3026@example.com,Chennai,Delhi,2023-01-01,Medium
23028,CustFN_3027,CustLN_3027,customer3027@example.com,Chennai,Delhi,2022-10-09,Medium
23029,CustFN_3028,CustLN_3028,customer3028@example.com,Hyderabad,Delhi,2020-12-30,Medium
23030,CustFN_3029,CustLN_3029,customer3029@example.com,Chennai,Telangana,2022-06-12,Low
23031,CustFN_3030,CustLN_3030,customer3030@example.com,Bengaluru,Karnataka,2023-04-05,High
23032,CustFN_3031,CustLN_3031,customer3031@example.com,Hyderabad,Karnataka,2020-02-20,Low
23033,CustFN_3032,CustLN_3032,customer3032@example.com,Pune,Maharashtra,2022-12-12,Medium
23034,CustFN_3033,CustLN_3033,customer3033@example.com,Kolkata,Delhi,2021-01-13,High
23035,CustFN_3034,CustLN_3034,customer3034@example.com,Bengaluru,Karnataka,2023-11-22,Low
23036,CustFN_3035,CustLN_3035,customer3035@example.com,Mumbai,Maharashtra,2022-03-18,Low
23037,CustFN_3036,CustLN_3036,customer3036@example.com,Delhi,Telangana,2020-02-20,High
23038,CustFN_3037,CustLN_3037,customer3037@example.com,Pune,Delhi,2021-08-28,Medium
23039,CustFN_3038,CustLN_3038,customer3038@example.com,Pune,Tamil Nadu,2023-12-20,Medium
23040,CustFN_3039,CustLN_3039,customer3039@example.com,Pune,Telangana,2022-12-31,Medium
23041,CustFN_3040,CustLN_3040,customer3040@example.com,Bengaluru,Maharashtra,2021-03-26,Low
23042,CustFN_3041,CustLN_3041,customer3041@example.com,Mumbai,Telangana,2022-05-12,Medium
23043,CustFN_3042,CustLN_3042,customer3042@example.com,Kolkata,Tamil Nadu,2022-06-17,Low
23044,CustFN_3043,CustLN_3043,customer3043@example.com,Hyderabad,Telangana,2020-02-05,Medium
23045,CustFN_3044,CustLN_3044,customer3044@example.com,Mumbai,Maharashtra,2020-09-25,Medium
23046,CustFN_3045,CustLN_3045,customer3045@example.com,Bengaluru,Tamil Nadu,2022-04-07,Medium
23047,CustFN_3046,CustLN_3046,customer3046@example.com,Pune,Tamil Nadu,2021-08-27,Medium
23048,CustFN_3047,CustLN_3047,customer3047@example.com,Delhi,Telangana,2020-10-12,Low
23049,CustFN_3048,CustLN_3048,customer3048@example.com,Pune,Tamil Nadu,2023-03-05,Medium
23050,CustFN_3049,CustLN_3049,customer3049@example.com,Hyderabad,Telangana,2022-01-03,Medium
23051,CustFN_3050,CustLN_3050,customer3050@example.com,Chennai,Delhi,2021-04-09,Low
23052,CustFN_3051,CustLN_3051,customer3051@example.com,Delhi,Tamil Nadu,2020-08-30,Low
23053,CustFN_3052,CustLN_3052,customer3052@example.com,Pune,Telangana,2022-07-05,Medium
23054,CustFN_3053,CustLN_3053,customer3053@example.com,Kolkata,Delhi,2022-09-26,Low
23055,CustFN_3054,CustLN_3054,customer3054@example.com,Delhi,Tamil Nadu,2022-10-01,Medium
23056,CustFN_3055,CustLN_3055,customer3055@example.com,Chennai,Delhi,2020-11-26,Low
23057,CustFN_3056,CustLN_3056,customer3056@example.com,Mumbai,West Bengal,2022-06-12,Medium
23058,CustFN_3057,CustLN_3057,customer3057@example.com,Bengaluru,Tamil Nadu,2023-09-20,Medium
23059,CustFN_3058,CustLN_3058,customer3058@example.com,Pune,West Bengal,2021-06-13,Low
23060,CustFN_3059,CustLN_3059,customer3059@example.com,Hyderabad,Maharashtra,2020-11-12,Medium
23061,CustFN_3060,CustLN_3060,customer3060@example.com,Mumbai,Maharashtra,2023-03-04,Medium
23062,CustFN_3061,CustLN_3061,customer3061@example.com,Pune,Telangana,2020-09-22,Medium
23063,CustFN_3062,CustLN_3062,customer3062@example.com,Mumbai,Karnataka,2021-01-15,High
23064,CustFN_3063,CustLN_3063,customer3063@example.com,Hyderabad,West Bengal,2020-05-30,Low
23065,CustFN_3064,CustLN_3064,customer3064@example.com,Pune,West Bengal,2021-02-05,High
23066,CustFN_3065,CustLN_3065,customer3065@example.com,Chennai,Maharashtra,2021-09-07,Medium
23067,CustFN_3066,CustLN_3066,customer3066@example.com,Chennai,West Bengal,2020-04-06,Low
23068,CustFN_3067,CustLN_3067,customer3067@example.com,Hyderabad,Karnataka,2023-07-31,Medium
23069,CustFN_3068,CustLN_3068,customer3068@example.com,Delhi,Delhi,2022-02-09,Medium
23070,CustFN_3069,CustLN_3069,customer3069@example.com,Hyderabad,Delhi,2022-06-01,Medium
23071,CustFN_3070,CustLN_3070,customer3070@example.com,Delhi,Karnataka,2021-07-10,Medium
23072,CustFN_3071,CustLN_3071,customer3071@example.com,Pune,West Bengal,2022-10-01,High
23073,CustFN_3072,CustLN_3072,customer3072@example.com,Delhi,West Bengal,2021-10-09,Medium
23074,CustFN_3073,CustLN_3073,customer3073@example.com,Pune,West Bengal,2023-02-15,Low
23075,CustFN_3074,CustLN_3074,customer3074@example.com,Pune,Telangana,2023-05-17,Low
23076,CustFN_3075,CustLN_3075,customer3075@example.com,Kolkata,Tamil Nadu,2022-10-04,Low
23077,CustFN_3076,CustLN_3076,customer3076@example.com,Bengaluru,Karnataka,2022-01-07,Low
23078,CustFN_3077,CustLN_3077,customer3077@example.com,Pune,Karnataka,2023-03-19,Low
23079,CustFN_3078,CustLN_3078,customer3078@example.com,Delhi,Karnataka,2022-01-11,Low
23080,CustFN_3079,CustLN_3079,customer3079@example.com,Bengaluru,Karnataka,2020-06-16,Low
23081,CustFN_3080,CustLN_3080,customer3080@example.com,Bengaluru,Karnataka,2020-06-23,Low
23082,CustFN_3081,CustLN_3081,customer3081@example.com,Pune,West Bengal,2023-11-23,Medium
23083,CustFN_3082,CustLN_3082,customer3082@example.com,Hyderabad,Telangana,2020-11-16,Medium
23084,CustFN_3083,CustLN_3083,customer3083@example.com,Hyderabad,Maharashtra,2023-05-08,High
23085,CustFN_3084,CustLN_3084,customer3084@example.com,Chennai,West Bengal,2021-01-05,Low
23086,CustFN_3085,CustLN_3085,customer3085@example.com,Bengaluru,West Bengal,2021-10-08,Low
23087,CustFN_3086,CustLN_3086,customer3086@example.com,Pune,Tamil Nadu,2022-09-09,Low
23088,CustFN_3087,CustLN_3087,customer3087@example.com,Kolkata,Maharashtra,2020-08-26,Medium
23089,CustFN_3088,CustLN_3088,customer3088@example.com,Hyderabad,Karnataka,2023-01-10,Medium
23090,CustFN_3089,CustLN_3089,customer3089@example.com,Kolkata,Maharashtra,2022-10-31,High
23091,CustFN_3090,CustLN_3090,customer3090@example.com,Pune,Telangana,2022-03-25,Low
23092,CustFN_3091,CustLN_3091,customer3091@example.com,Pune,Delhi,2022-04-28,Low
23093,CustFN_3092,CustLN_3092,customer3092@example.com,Bengaluru,West Bengal,2020-06-07,Low
23094,CustFN_3093,CustLN_3093,customer3093@example.com,Kolkata,Maharashtra,2021-10-15,High
23095,CustFN_3094,CustLN_3094,customer3094@example.com,Chennai,Tamil Nadu,2020-05-09,Medium
23096,CustFN_3095,CustLN_3095,customer3095@example.com,Bengaluru,Telangana,2021-04-06,Medium
23097,CustFN_3096,CustLN_3096,customer3096@example.com,Mumbai,Delhi,2023-09-12,Medium
23098,CustFN_3097,CustLN_3097,customer3097@example.com,Kolkata,Telangana,2022-05-11,Low
23099,CustFN_3098,CustLN_3098,customer3098@example.com,Hyderabad,Karnataka,2023-01-19,Medium
23100,CustFN_3099,CustLN_3099,customer3099@example.com,Hyderabad,Delhi,2022-05-10,Medium
23101,CustFN_3100,CustLN_3100,customer3100@example.com,Hyderabad,Tamil Nadu,2020-10-18,Medium
23102,CustFN_3101,CustLN_3101,customer3101@example.com,Delhi,Delhi,2022-06-11,Medium
23103,CustFN_3102,CustLN_3102,customer3102@example.com,Pune,Tamil Nadu,2023-02-07,Medium
23104,CustFN_3103,CustLN_3103,customer3103@example.com,Bengaluru,Karnataka,2020-07-26,Low
23105,CustFN_3104,CustLN_3104,customer3104@example.com,Hyderabad,Tamil Nadu,2023-05-10,Medium
23106,CustFN_3105,CustLN_3105,customer3105@example.com,Mumbai,Telangana,2022-04-13,Low
23107,CustFN_3106,CustLN_3106,customer3106@example.com,Hyderabad,Maharashtra,2020-01-07,Medium
23108,CustFN_3107,CustLN_3107,customer3107@example.com,Chennai,Telangana,2022-02-18,Low
23109,CustFN_3108,CustLN_3108,customer3108@example.com,Pune,West Bengal,2021-08-16,Medium
23110,CustFN_3109,CustLN_3109,customer3109@example.com,Kolkata,Telangana,2021-03-20,Low
23111,CustFN_3110,CustLN_3110,customer3110@example.com,Pune,Delhi,2023-03-02,Medium
23112,CustFN_3111,CustLN_3111,customer3111@example.com,Kolkata,Karnataka,2023-09-11,High
23113,CustFN_3112,CustLN_3112,customer3112@example.com,Kolkata,West Bengal,2023-02-17,High
23114,CustFN_3113,CustLN_3113,customer3113@example.com,Bengaluru,West Bengal,2023-06-24,Low
23115,CustFN_3114,CustLN_3114,customer3114@example.com,Delhi,West Bengal,2023-09-25,High
23116,CustFN_3115,CustLN_3115,customer3115@example.com,Kolkata,Maharashtra,2023-09-30,Low
23117,CustFN_3116,CustLN_3116,customer3116@example.com,Kolkata,Tamil Nadu,2020-06-20,Low
23118,CustFN_3117,CustLN_3117,customer3117@example.com,Bengaluru,Delhi,2021-11-15,Medium
23119,CustFN_3118,CustLN_3118,customer3118@example.com,Hyderabad,Karnataka,2020-01-01,Medium
23120,CustFN_3119,CustLN_3119,customer3119@example.com,Chennai,Maharashtra,2022-01-29,Medium
23121,CustFN_3120,CustLN_3120,customer3120@example.com,Mumbai,Telangana,2023-10-18,Medium
23122,CustFN_3121,CustLN_3121,customer3121@example.com,Bengaluru,Karnataka,2020-10-25,Medium
23123,CustFN_3122,CustLN_3122,customer3122@example.com,Delhi,West Bengal,2022-08-17,Low
23124,CustFN_3123,CustLN_3123,customer3123@example.com,Bengaluru,Karnataka,2022-08-24,Medium
23125,CustFN_3124,CustLN_3124,customer3124@example.com,Pune,Karnataka,2020-08-28,Low
23126,CustFN_3125,CustLN_3125,customer3125@example.com,Hyderabad,Telangana,2020-12-23,High
23127,CustFN_3126,CustLN_3126,customer3126@example.com,Hyderabad,Tamil Nadu,2021-11-24,Low
23128,CustFN_3127,CustLN_3127,customer3127@example.com,Kolkata,Delhi,2020-10-09,Medium
23129,CustFN_3128,CustLN_3128,customer3128@example.com,Hyderabad,West Bengal,2022-05-27,Medium
23130,CustFN_3129,CustLN_3129,customer3129@example.com,Hyderabad,Tamil Nadu,2021-12-27,Low
